symbol,BNB,BTC,DASH,ETH,LTC
,close,close,close,close,close
timestamp,,,,,
1541376000000,9.450966456289702,6351.061941056285,162.3218533167496,206.8144295995958,53.32737077033311
1541462400000,9.700565893202524,6415.443408541094,164.4414086024331,209.10887661978714,53.40720748184259
1541548800000,9.806151029731403,6474.847290336688,171.01223168972678,219.16088708430863,55.82876120478928
1541635200000,9.876521212731241,6574.801180290013,167.41742419037806,219.0157747507676,54.249268109399864
1541721600000,9.704750133000248,6490.454730761757,165.90403480893912,213.40763439234544,52.67812212467948
1541808000000,9.566721730040312,6413.78203857173,160.49847424021658,210.79061959752252,52.18620849086484
1541894400000,9.578784335957543,6429.898792074219,162.1968186072425,212.9658278769949,52.375866958033924
1541980800000,9.526052837368049,6434.2845969255495,160.3588376252794,212.4733247441558,51.62525327988677
1542067200000,9.407127583191935,6411.353436205148,163.28423084725682,211.65690924875202,50.9523619029826
1542153600000,9.311338307550514,6394.289276264062,162.35669068092918,208.58229647385883,50.05774061981147
1542240000000,8.525935600899237,5788.612494046974,146.8613710135769,184.02255937246562,44.16088392534081
1542326400000,8.247169297420811,5686.541131058274,139.868199962572,182.448242594831,44.35749399825322
1542412800000,7.9327651162323125,5609.956182334204,139.35963811672752,176.02240566453227,42.56261053238815
1542499200000,7.806824872425379,5599.1915956893035,134.55810709548317,175.6674163561008,42.20476584865937
1542585600000,8.024143391711144,5638.861481452398,133.25938737824416,177.72868960741215,42.37473600550325
1542672000000,6.6986096550996015,4889.197859239111,111.73471138927883,150.39116276572497,36.96719189210485
1542758400000,5.8326370989089344,4450.711454417822,105.51465004348428,131.476679735108,33.18095466479301
1542844800000,6.229546966065289,4613.44841218385,114.82191529669373,137.1730431934016,34.84013071990444
1542931200000,5.724389954826927,4307.388731717267,103.00971571280719,126.06638760845392,31.98518067862128
1543017600000,5.622806578229521,4376.904946801552,100.82090073259796,124.15029635415753,32.46366568169593
1543104000000,5.161088574350976,3895.8368129589876,94.27224811683116,114.28793125942474,29.473298484443344
1543190400000,5.211159772890472,4039.836551137432,92.28572154320348,117.52527750634898,31.30971062951655
1543276800000,4.939163015502589,3811.9235292664935,90.60872330484781,109.43098854688948,29.898704360063864
1543363200000,4.94265918803859,3832.92451590069,90.39191593220116,110.43494358866081,31.361452843819063
1543449600000,5.325494508709146,4267.243628990657,99.63502677084365,122.44642499081692,34.70173011641105
1543536000000,5.3450660552405,4279.475592548712,97.50641421632463,117.70538590366436,33.836247002526875
1543622400000,5.074957927073463,4009.6895798259993,92.81120761812194,113.4028831522645,32.01189401589973
1543708800000,5.264996325901464,4189.573822999859,95.11794327562355,118.10075903673732,34.20941109446745
1543795200000,5.2253850099835235,4124.593548643215,92.86667576115669,115.94428273243844,33.55967966323352
1543881600000,5.06971293446987,3878.8392347832714,85.53580234858207,108.67684762425776,30.945797182385565
1543968000000,5.870951978177137,3943.6928120656007,85.46865098757145,109.85191500097886,31.040761380493855
1544054400000,6.0557129165722134,3751.691966395661,78.55232243331805,102.51104175852288,29.16000879608354
1544140800000,4.93221977895788,3466.763863771732,65.47337078395975,91.10115845588969,26.555391302743967
1544227200000,4.514178230392997,3408.5236170431267,68.15472873852104,92.96795017189604,25.057364023857065
1544313600000,4.697468727797855,3424.7058606626006,68.08942056652153,90.67825609691094,24.37938676631775
1544400000000,4.800011650973234,3550.546433896889,75.6095950456652,93.53012682199429,25.500615802368984
1544486400000,4.588865165538553,3433.8084404312785,67.60256996619468,89.85371730794834,24.160731936441664
1544572800000,4.855499740586062,3378.808778413106,63.20153218002361,87.85041070425926,23.431350038313962
1544659200000,4.971389324282706,3438.1000735289817,64.2163666773759,89.37790161622951,24.146039001408628
1544745600000,4.595914062484935,3294.636156545267,60.62110416834015,85.95872706359158,23.064887749838604
1544832000000,4.470332467334587,3216.6271499079407,58.51468457066299,83.78596235654511,23.362086285109367
1544918400000,4.537446811630544,3221.9762037129963,61.584918239822116,83.8335821320138,23.642851403208038
1545004800000,4.650392789394786,3217.0468349697426,62.62550608418535,84.46584639727314,25.386423183282922
1545091200000,5.057060144174534,3506.2170132794818,70.36281926443404,94.07306838255042,28.994510897098866
1545177600000,5.515644591187852,3655.775045729801,72.32790625367623,100.05002539321067,29.88097767347811
1545264000000,5.417985794897962,3687.750553192723,72.65237301318835,99.49155365807758,29.087506045193308
1545350400000,5.672118942465252,4065.097238010126,95.54494717257151,114.42918370038834,32.17416718851974
1545436800000,5.4842716053540155,3846.2274979885774,83.66050853243794,107.85318110517642,30.325673819736995
1545523200000,5.822532268886388,3960.567773408038,85.81925734578739,115.04582181530175,31.325329211763975
1545609600000,5.964182578227747,3941.617740158326,88.49100644974133,129.20650341412852,33.06947142792828
1545696000000,6.0928266635767505,4021.990255345401,90.47614189192352,138.95781833191495,32.92424136626696
1545782400000,5.36358613389343,3759.1784268965694,81.75721646465254,127.63707252348217,30.438149719499282
1545868800000,5.596255047291899,3781.613081593353,82.5227245966389,129.51137399263007,30.300741891982117
1545955200000,5.16581585667219,3587.703880138819,76.26902009387405,114.1013635506553,27.66536951178578
1546041600000,5.8806438047260565,3854.4210969825917,82.40706769360928,134.01993952035144,31.631663758753383
1546128000000,5.727557036414632,3778.193939889601,80.05816441396303,138.75426661197633,31.429815055827913
1546214400000,5.887829634451153,3809.7282286410905,80.6489241319895,137.6316929791457,31.32211001430071
1546300800000,6.082208641887363,3692.5315655246986,78.56652034260506,131.45872465603802,29.86045710529466
1546387200000,5.9874665684110315,3794.2642537397164,80.46970781080452,138.14480220535194,31.424784372634925
1546473600000,6.057146526181886,3872.1721842228935,83.16830810625751,152.86045271321305,32.99077514353092
1546560000000,5.800075782066762,3776.525807694106,79.80636952910909,146.7305994341217,31.4427585465869
1546646400000,5.967081320596118,3815.268079882635,80.26634171624225,153.0565669307744,31.950440199550382
1546732800000,5.913821247636739,3787.3078571242845,79.64460763545014,153.65187149457,34.31080612524973
1546819200000,6.266730706003717,4013.5200912973864,84.05945212550311,154.69930839905126,38.522385483480754
1546905600000,6.208209629941413,3989.6687175387638,82.67336529260389,149.89869762072908,37.46959230146271
1546992000000,6.572794064509067,3973.5912546157865,80.18990265034597,148.14786553107623,38.945026209346885
1547078400000,6.5124285245428695,3982.2259127624075,84.56402177346907,148.7388798515161,38.48154615582509
1547164800000,5.839214504196487,3623.8477291056797,72.63523422606103,126.62475249770274,33.2591045598888
1547251200000,5.967149015501651,3632.849306434781,72.83932731711066,124.6267970725248,31.605602117615057
1547337600000,5.8732342791240075,3598.4363465618803,72.9232229377166,123.75936261029351,31.799411546875838
1547424000000,5.477064188101444,3495.832311307438,68.88592889542335,114.76604584662175,29.6464825452393
1547510400000,6.007889287140829,3648.04828565649,71.24902094186662,127.40527329081972,31.744528225743903
