,AMT,AMT,AMT,AMT,AMT,CCI,CCI,CCI,CCI,CCI,EQIX,EQIX,EQIX,EQIX,EQIX,PLD,PLD,PLD,PLD,PLD,PSA,PSA,PSA,PSA,PSA
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02 00:00:00-05:00,143.11,143.22,140.91,141.105,1391810.0,110.53,110.96,108.47,108.94,1334047.0,448.15,453.75,442.84,447.01,400078.0,64.59,64.84,63.9,64.01,953328.0,210.05,210.17,205.58,206.39,438869.0
2018-01-03 00:00:00-05:00,141.05,142.5,140.86,141.57,1210542.0,108.75,109.5,108.08,108.45,1594698.0,449.14,452.56,446.65,448.98,310583.0,63.96,64.15,63.61,63.86,1146023.0,206.35,207.66,205.74,206.66,310832.0
2018-01-04 00:00:00-05:00,141.44,141.96,139.58,139.63,1037487.0,108.29,108.76,107.1,107.22,1749615.0,449.33,450.56,447.43,447.99,312839.0,63.8,63.96,62.62,62.63,1398724.0,205.9,207.01,202.57,203.14,538056.0
2018-01-05 00:00:00-05:00,140.23,140.7,139.59,140.49,1363577.0,107.43,108.41,107.26,108.02,1347393.0,450.15,451.0299,443.24,444.24,203379.0,62.92,63.02,62.48,62.56,1744092.0,203.33,204.04,201.71,201.9,295159.0
2018-01-08 00:00:00-05:00,140.66,143.24,140.66,142.03,1350838.0,108.1,108.73,107.72,108.34,986214.0,445.52,461.36,442.76,458.21,293196.0,62.44,63.32,62.32,63.29,1514395.0,202.09,204.15,201.94,203.49,519214.0
2018-01-09 00:00:00-05:00,142.1,142.25,140.86,140.98,955255.0,108.3,108.67,107.63,107.69,636742.0,459.89,461.9999,448.69,450.66,275856.0,63.49,63.97,62.53,62.66,1688543.0,204.07,204.2,200.91,201.14,469572.0
2018-01-10 00:00:00-05:00,140.41,140.6,136.03,137.58,2561205.0,105.95,106.53,103.34,104.91,3993531.0,447.76,450.26,442.2601,442.97,476975.0,62.4,62.4,61.42,61.47,2128206.0,199.67,200.07,195.3,196.12,827747.0
2018-01-11 00:00:00-05:00,138.0,138.01,134.51,134.95,2513520.0,104.95,105.19,102.6,103.69,3656735.0,443.0,452.28,429.98,430.31,413343.0,61.63,61.93,61.11,61.66,1534316.0,196.8,197.37,195.01,196.13,744444.0
2018-01-12 00:00:00-05:00,135.39,135.5,132.54,133.01,2630819.0,104.05,104.07,103.07,103.57,1886849.0,431.08,436.49,425.65,435.95,827205.0,61.71,62.06,61.37,61.86,1589588.0,196.02,196.5,193.4,193.54,682972.0
2018-01-16 00:00:00-05:00,133.24,137.9999,133.24,135.62,2211025.0,103.98,106.77,103.98,105.33,2138720.0,436.8,452.61,436.49,448.11,571611.0,62.24,63.24,62.0,62.14,1632362.0,194.2,198.425,193.52,193.72,553347.0
2018-01-17 00:00:00-05:00,136.12,137.1599,135.55,136.62,1448778.0,105.4,106.99,105.05,106.04,1974096.0,448.87,452.49,439.16,441.91,419064.0,62.43,62.99,62.06,62.84,1662097.0,194.8,197.02,194.44,195.67,474334.0
2018-01-18 00:00:00-05:00,136.58,136.67,134.72,135.17,2560921.0,105.71,106.32,105.2,106.11,1275423.0,440.1,445.0848,431.72,432.34,601533.0,62.76,62.76,61.4,61.45,2528717.0,195.12,195.6799,192.6,193.25,890761.0
2018-01-19 00:00:00-05:00,135.9,137.68,134.75,137.6,2115631.0,106.69,107.65,105.67,107.34,2244338.0,433.66,441.09,428.42,432.78,447941.0,61.52,61.78,61.09,61.77,2605729.0,193.91,194.5,192.7,193.53,413393.0
2018-01-22 00:00:00-05:00,137.59,139.22,137.41,139.22,1324146.0,107.5,108.37,106.89,108.29,2321392.0,432.7,439.54,430.09,430.96,457361.0,61.9,63.16,61.89,63.1,2435347.0,194.14,194.62,192.51,193.78,649403.0
2018-01-23 00:00:00-05:00,139.51,141.44,139.2,141.17,2027975.0,108.57,110.44,108.4762,110.34,2238263.0,431.08,445.485,429.48,442.02,516338.0,63.39,64.98,63.13,64.96,2840730.0,194.0,198.549,193.56,198.07,615769.0
2018-01-24 00:00:00-05:00,141.1,142.6799,141.01,141.75,2354655.0,110.48,110.91,109.35,109.69,1701455.0,442.78,445.73,438.85,441.28,434147.0,64.96,64.99,64.15,64.51,2510321.0,197.82,198.01,194.31,194.93,380763.0
2018-01-25 00:00:00-05:00,142.46,143.06,141.5,142.99,1787660.0,109.38,110.22,107.16,108.61,3731938.0,441.46,444.78,433.0,439.18,729058.0,64.76,64.76,63.76,64.2,1154381.0,194.0,194.78,190.82,192.57,600714.0
2018-01-26 00:00:00-05:00,143.12,145.135,142.8355,145.12,1163803.0,110.35,110.87,108.75,110.62,2233446.0,435.0,442.68,432.01,441.55,933269.0,64.35,64.5,63.83,64.38,1083280.0,193.27,193.675,190.7,192.82,613682.0
2018-01-29 00:00:00-05:00,144.9,145.99,143.68,144.33,2470896.0,110.52,111.15,108.84,109.82,2607692.0,446.98,449.9,434.47,435.16,454470.0,64.25,64.25,63.34,63.38,967675.0,192.5,192.93,190.15,192.5,836976.0
2018-01-30 00:00:00-05:00,143.88,145.66,142.8352,145.16,1790894.0,109.97,110.41,108.66,110.04,2153840.0,430.0,442.3796,430.0,434.43,476615.0,63.18,63.41,62.42,62.91,1872531.0,192.54,194.2899,190.26,193.64,957052.0
2018-01-31 00:00:00-05:00,145.47,148.84,145.24,147.72,2254197.0,110.09,113.3899,110.07,112.815,1958225.0,437.29,458.14,434.96,449.88,485359.0,63.06,65.17,62.941,65.09,2379352.0,193.49,195.76,191.88,195.68,1311890.0
2018-02-01 00:00:00-05:00,148.02,149.36,146.54,147.05,1717807.0,112.91,114.47,112.33,113.06,2544276.0,447.27,455.52,443.755,444.68,386992.0,65.01,65.19,63.58,63.75,1812463.0,196.1,196.58,190.71,191.01,861469.0
2018-02-02 00:00:00-05:00,146.44,146.74,144.23,145.18,1683078.0,112.66,113.19,111.25,112.1,1282237.0,442.0,445.73,430.71,437.34,353028.0,63.26,64.2,62.9,63.71,1803067.0,190.1,191.95,188.39,190.31,608351.0
2018-02-05 00:00:00-05:00,144.14,146.29,141.77,142.03,2197326.0,111.55,112.92,109.89,110.51,2148035.0,436.98,441.84,427.0,429.8,389164.0,63.51,64.22,61.09,61.11,2090912.0,189.47,191.73,183.271,185.02,731454.0
2018-02-06 00:00:00-05:00,140.28,142.17,137.63,140.2,2596250.0,109.06,110.29,106.93,108.6,3072211.0,426.57,434.04,421.17,430.87,463242.0,60.15,61.21,59.165,60.73,3549590.0,182.98,187.09,180.9254,185.44,1093406.0
2018-02-07 00:00:00-05:00,139.85,142.33,139.24,139.99,1623547.0,108.3,109.91,107.82,108.75,2244353.0,430.0,437.63,420.75,421.11,256963.0,60.55,61.91,59.97,60.01,2979184.0,184.65,188.62,183.76,185.33,703128.0
2018-02-08 00:00:00-05:00,139.88,140.93,133.46,133.57,2861777.0,108.5,109.17,103.79,103.81,3460188.0,422.54,430.0,409.94,410.02,638107.0,60.07,61.05,58.3,58.31,3171188.0,185.35,185.945,180.48,180.59,748275.0
2018-02-09 00:00:00-05:00,134.35,136.93,130.37,136.05,3006331.0,104.15,104.75,100.76,103.88,2817514.0,412.0,430.01,409.48,425.74,732511.0,58.7,60.88,58.28,60.33,2629706.0,181.75,188.7,180.71,187.12,1523292.0
2018-02-12 00:00:00-05:00,136.99,137.23,133.83,136.22,2954655.0,104.5,105.66,103.83,105.12,2408175.0,428.61,438.17,411.29,431.46,668005.0,60.63,60.79,58.44,60.13,2128922.0,187.63,188.57,182.93,187.72,983349.0
2018-02-13 00:00:00-05:00,136.03,136.92,134.86,136.34,2687496.0,105.13,106.75,104.72,106.4,1276051.0,431.69,436.4,426.01,431.16,624043.0,60.05,61.43,59.84,61.17,1723184.0,187.95,190.28,187.5,189.23,724997.0
2018-02-14 00:00:00-05:00,135.03,135.9,132.62,135.39,3445551.0,106.4,106.4,104.01,105.37,2191526.0,429.25,436.88,423.94,435.81,626399.0,60.79,60.79,59.89,60.56,2024001.0,187.81,188.15,184.69,186.86,693458.0
2018-02-15 00:00:00-05:00,135.56,136.93,133.045,136.26,2402300.0,105.63,107.99,104.62,107.67,1991350.0,418.27,420.0,401.0,402.56,2272308.0,60.76,61.44,60.34,61.4,2404673.0,187.52,191.35,187.0,190.48,662357.0
2018-02-16 00:00:00-05:00,135.86,141.05,135.8,140.03,2244781.0,107.53,110.09,107.53,109.12,2149296.0,400.56,408.0,395.65,403.3,1015717.0,61.46,62.48,61.42,61.99,2319942.0,189.98,190.96,187.015,188.73,796456.0
2018-02-20 00:00:00-05:00,139.16,140.7,138.67,139.23,1447970.0,108.77,109.72,108.52,108.57,1926477.0,400.75,405.96,391.53,391.81,579452.0,61.72,62.5,61.15,61.21,2220044.0,187.63,190.25,185.91,186.12,852558.0
2018-02-21 00:00:00-05:00,139.43,140.25,137.34,137.47,1991070.0,108.76,109.26,106.74,106.79,1733808.0,390.56,391.58,382.16,384.76,929849.0,61.15,61.51,59.86,59.9,2071183.0,186.97,194.22,185.77,190.68,2008665.0
2018-02-22 00:00:00-05:00,137.96,140.48,137.23,139.01,1665813.0,107.13,109.51,106.9,108.42,1814990.0,388.85,393.54,384.22,390.29,627356.0,60.17,60.58,59.74,59.92,2656857.0,191.63,194.37,190.77,193.13,1046895.0
2018-02-23 00:00:00-05:00,139.6,141.87,138.87,141.87,1257781.0,108.79,110.44,108.445,110.43,1317220.0,390.14,402.2799,390.14,392.52,796732.0,60.34,61.49,60.16,61.25,2697450.0,193.33,195.7399,192.84,195.67,541726.0
2018-02-26 00:00:00-05:00,142.14,142.95,142.08,142.75,1693084.0,110.57,111.56,109.85,111.53,1178785.0,394.36,396.47,391.04,394.17,269596.0,61.53,61.56,60.9,61.28,1972074.0,196.05,197.41,193.31,195.88,594453.0
2018-02-27 00:00:00-05:00,142.72,142.99,135.81,140.61,3428626.0,111.41,111.78,108.6,110.31,2680755.0,395.19,396.65,388.45,388.92,344622.0,61.5,61.51,59.83,60.33,1849601.0,196.54,197.74,192.52,192.99,673414.0
2018-02-28 00:00:00-05:00,141.31,141.62,139.31,139.33,2453885.0,110.51,112.13,109.93,109.97,2526508.0,394.25,398.45,388.99,392.1,300126.0,60.73,61.43,60.58,60.67,2231879.0,193.82,196.68,193.12,194.33,616417.0
2018-03-01 00:00:00-05:00,139.0,139.62,134.91,135.28,2412918.0,108.1,108.5,105.42,106.05,5126392.0,393.01,394.68,383.16,384.02,372881.0,60.51,61.37,60.23,60.71,1632951.0,194.24,198.49,193.08,196.07,867079.0
2018-03-02 00:00:00-05:00,134.63,134.75,132.02,133.98,2270608.0,105.25,105.69,103.65,104.54,3112403.0,383.35,384.7,374.91,379.58,544405.0,60.55,60.63,59.25,60.2,1739001.0,196.18,197.61,192.83,194.92,658957.0
2018-03-05 00:00:00-05:00,133.27,137.24,133.27,136.77,1823182.0,104.02,107.99,104.02,107.67,2176437.0,368.71,391.0,368.71,388.41,269767.0,59.77,61.46,59.74,61.08,1166492.0,195.09,199.0,195.09,197.265,893325.0
2018-03-06 00:00:00-05:00,136.73,140.43,136.21,138.88,2338758.0,107.61,108.93,107.34,107.73,1688620.0,387.9,395.02,386.955,391.64,268547.0,61.02,61.7,60.68,61.595,1437164.0,196.8,199.08,195.415,198.16,504227.0
2018-03-07 00:00:00-05:00,137.99,140.84,137.63,140.03,1535544.0,106.93,108.1,106.93,107.61,1346075.0,390.15,392.6,387.5,389.08,401691.0,61.6,61.94,61.1,61.91,1296081.0,197.33,198.91,196.4,197.98,332828.0
2018-03-08 00:00:00-05:00,140.51,142.87,140.11,142.73,1785756.0,108.58,110.6097,107.9,110.24,3470560.0,390.74,391.8101,385.5,389.43,372797.0,62.11,62.45,61.73,62.38,990946.0,198.14,200.49,197.13,199.84,497527.0
2018-03-09 00:00:00-05:00,142.67,144.325,142.53,143.56,1572021.0,110.65,110.99,110.11,110.99,3376880.0,391.3,395.38,388.8,395.16,263856.0,62.58,63.7,62.0,63.68,1755542.0,200.08,200.4,197.67,200.0,612100.0
2018-03-12 00:00:00-04:00,143.31,145.7,143.31,145.09,1844793.0,110.77,112.04,110.77,111.39,2846937.0,397.49,398.94,392.71,395.25,797969.0,63.54,63.87,63.15,63.57,1791126.0,199.96,200.41,198.56,199.38,696009.0
2018-03-13 00:00:00-04:00,145.32,150.12,145.32,146.26,1411118.0,111.3,112.16,111.12,111.65,2310257.0,397.39,404.89,397.0,403.04,580692.0,63.86,64.02,63.05,63.35,1377921.0,198.0,199.2,196.76,197.43,769262.0
2018-03-14 00:00:00-04:00,146.5,147.32,145.59,146.53,1499833.0,111.81,112.34,111.43,112.09,1647763.0,402.54,416.435,401.79,413.7,633262.0,63.05,63.4,62.85,63.21,1118127.0,197.88,198.48,193.0,194.61,1364062.0
2018-03-15 00:00:00-04:00,146.98,147.425,145.91,146.64,1534454.0,111.3,111.66,109.47,109.61,2389004.0,412.58,415.68,410.72,415.15,531790.0,63.35,63.649,63.08,63.43,1372457.0,194.99,195.37,193.715,195.17,478801.0
2018-03-16 00:00:00-04:00,146.37,147.1999,145.37,146.44,1457538.0,109.25,109.9715,107.99,109.09,2869680.0,417.33,421.0,413.28,417.43,536841.0,63.49,63.98,63.03,63.82,1596308.0,195.52,198.2,195.27,198.0,631718.0
2018-03-19 00:00:00-04:00,146.26,146.62,144.02,145.14,1290701.0,108.98,109.06,107.4,108.16,1884468.0,412.89,417.03,407.3,409.3,733989.0,63.83,63.83,62.935,63.34,990261.0,198.04,198.08,195.55,196.73,562009.0
2018-03-20 00:00:00-04:00,145.38,147.68,145.38,146.32,1670394.0,108.35,110.03,108.32,108.89,2652156.0,408.92,415.77,408.92,415.25,273352.0,63.49,63.94,63.13,63.56,1023678.0,196.9,198.65,196.52,198.07,555496.0
2018-03-21 00:00:00-04:00,146.81,146.81,142.18,142.27,1866211.0,109.22,109.51,107.29,107.57,1347794.0,415.74,415.98,407.69,411.89,367800.0,63.47,63.74,62.22,62.62,1144060.0,198.25,199.6,196.15,198.57,824824.0
2018-03-22 00:00:00-04:00,141.87,145.1915,141.28,143.03,1760622.0,107.28,110.195,107.14,108.95,2734473.0,410.86,420.85,407.5492,417.55,543618.0,62.37,63.12,61.59,61.72,1414827.0,198.32,199.9,195.61,195.72,777285.0
2018-03-23 00:00:00-04:00,142.8,144.84,141.91,142.22,1480364.0,109.72,110.89,109.47,109.64,3981536.0,417.74,419.1099,401.0,401.75,514072.0,61.76,61.89,59.91,60.09,1553861.0,195.71,197.47,192.66,193.05,507739.0
2018-03-26 00:00:00-04:00,144.23,145.51,142.61,145.23,1555746.0,110.53,111.53,110.08,111.35,1875373.0,405.84,410.27,404.37,409.7,295037.0,60.9,61.41,60.34,61.24,1351165.0,194.28,196.94,193.52,196.6,496499.0
2018-03-27 00:00:00-04:00,145.14,147.15,142.97,144.5,2082314.0,111.43,112.25,110.24,110.67,1444032.0,410.76,417.25,404.0001,410.04,317631.0,61.84,63.07,61.4,62.04,2140940.0,197.0,199.83,194.255,198.11,629462.0
2018-03-28 00:00:00-04:00,144.31,146.205,144.06,144.3,1817405.0,110.83,112.32,110.72,110.87,1435305.0,411.4,418.44,410.95,416.84,384794.0,62.38,62.95,62.31,62.53,1550872.0,198.66,203.82,198.02,202.1,931164.0
2018-03-29 00:00:00-04:00,144.8,145.82,143.61,145.29,1797603.0,110.97,111.47,108.98,109.6,2627478.0,420.09,421.59,414.8,418.15,351289.0,62.86,63.36,62.64,63.0,1345379.0,202.09,202.9,199.26,200.35,630718.0
2018-04-02 00:00:00-04:00,145.74,146.99,142.785,143.74,1844703.0,109.59,110.44,108.07,108.81,2015143.0,419.12,419.81,403.7,408.55,338276.0,63.17,63.18,60.82,61.39,1832892.0,201.05,201.89,198.02,199.35,503042.0
2018-04-03 00:00:00-04:00,144.09,144.87,140.39,141.49,2490860.0,109.05,109.19,106.475,107.41,2805886.0,409.11,412.43,404.98,408.6,282342.0,61.41,62.0,60.96,61.73,1494007.0,199.42,201.67,197.28,200.65,360286.0
2018-04-04 00:00:00-04:00,140.98,143.55,140.24,142.99,1354505.0,106.94,109.12,106.94,108.89,2463863.0,406.19,420.09,404.18,411.86,302694.0,61.25,62.24,60.97,62.14,1908309.0,200.35,204.75,199.69,203.99,617996.0
2018-04-05 00:00:00-04:00,143.0,145.61,142.85,144.09,1516349.0,109.0,110.33,108.52,109.8,2195953.0,412.61,414.608,408.94,413.57,243128.0,62.28,62.36,61.27,61.77,1383762.0,203.59,203.59,199.38,201.35,645999.0
2018-04-06 00:00:00-04:00,143.51,144.4,141.473,142.13,1013670.0,109.85,110.32,107.88,108.01,1565524.0,411.85,416.23,402.08,404.65,355693.0,61.89,62.5346,61.01,61.22,1451018.0,201.6,202.835,198.81,199.23,475544.0
2018-04-09 00:00:00-04:00,142.36,145.01,142.36,143.24,1334885.0,108.17,110.035,107.92,108.91,1870613.0,407.77,417.74,405.75,409.48,344143.0,61.47,62.25,61.295,61.33,1201797.0,199.6,201.6,198.785,199.83,542947.0
2018-04-10 00:00:00-04:00,143.5,144.18,135.14,137.35,5024965.0,109.48,109.83,101.69,103.64,4731245.0,412.34,415.18,400.37,403.21,389656.0,61.68,62.09,61.45,61.59,1479511.0,199.95,202.2,199.52,200.37,441247.0
2018-04-11 00:00:00-04:00,136.36,141.7,136.34,139.92,2159440.0,102.87,106.35,102.57,104.86,2160034.0,400.86,411.99,399.28,406.58,295122.0,61.37,62.2,61.32,61.62,945078.0,199.9,201.57,198.5,198.71,358504.0
2018-04-12 00:00:00-04:00,140.8,140.8,137.601,138.38,1649226.0,105.2,105.29,103.12,103.87,1644225.0,407.87,409.38,398.4,401.18,274081.0,62.79,62.87,61.47,61.63,1277455.0,198.69,198.87,195.36,196.3,493693.0
2018-04-13 00:00:00-04:00,138.9,140.42,138.115,138.89,1020181.0,104.36,105.01,103.13,103.75,977252.0,402.04,404.9,399.92,401.42,249794.0,61.85,62.31,61.46,62.26,1447722.0,196.74,197.33,195.39,197.22,471570.0
2018-04-16 00:00:00-04:00,139.79,140.04,137.9484,138.56,1529607.0,104.3,105.06,103.71,104.35,1375544.0,404.96,406.46,401.01,403.14,275273.0,62.3,62.87,61.825,62.58,1682474.0,198.25,198.8,196.35,197.09,516084.0
2018-04-17 00:00:00-04:00,139.27,142.07,138.32,141.02,1541058.0,104.92,107.06,104.32,106.13,2215997.0,403.74,412.79,400.78,409.69,363334.0,63.43,65.75,63.35,65.29,2849320.0,198.0,199.57,196.86,198.551,488158.0
2018-04-18 00:00:00-04:00,140.81,141.15,139.67,139.83,1049033.0,105.99,107.52,105.45,106.58,1640414.0,411.53,415.0,409.06,414.09,344771.0,65.62,66.15,65.27,65.65,2118670.0,199.17,199.38,197.6,197.93,400369.0
2018-04-19 00:00:00-04:00,139.17,139.61,136.68,137.38,2058791.0,104.81,105.565,101.52,102.69,3293689.0,412.52,412.52,406.0,409.37,262924.0,65.66,65.79,64.88,65.22,1537596.0,197.36,197.5,192.26,193.81,522121.0
2018-04-20 00:00:00-04:00,136.97,138.9,136.24,136.65,1820154.0,102.87,104.85,102.45,102.62,1966573.0,411.2,414.21,402.94,406.26,268400.0,65.22,65.45,64.77,65.01,1465558.0,194.43,194.79,192.21,192.82,548971.0
2018-04-23 00:00:00-04:00,137.3,138.4,136.78,138.19,1378333.0,103.28,105.03,102.97,104.96,2565585.0,406.61,409.9399,404.93,405.19,307420.0,65.08,65.36,64.51,64.87,1149320.0,193.34,193.405,192.02,192.88,493785.0
2018-04-24 00:00:00-04:00,138.72,139.16,136.16,136.94,1591143.0,105.4,106.41,104.79,105.35,2938167.0,406.6,410.81,404.95,409.53,370781.0,65.17,65.88,64.74,65.22,1567047.0,192.43,194.53,192.05,193.68,716575.0
2018-04-25 00:00:00-04:00,136.15,136.95,135.36,135.76,955966.0,104.98,105.37,104.64,105.24,1397483.0,408.59,411.38,406.17,410.17,296684.0,64.94,65.04,64.21,64.63,1274197.0,193.39,195.11,192.171,193.51,497776.0
2018-04-26 00:00:00-04:00,136.32,137.71,135.91,136.85,1320732.0,105.22,105.885,104.75,105.11,2662191.0,412.97,418.54,409.945,413.64,212663.0,65.22,66.34,64.89,65.89,866663.0,196.5,203.12,195.66,199.89,1502755.0
2018-04-27 00:00:00-04:00,134.75,135.81,133.53,135.23,1878731.0,102.92,103.12,100.5,101.31,3762314.0,413.78,422.12,412.53,421.19,348126.0,65.76,66.995,65.72,66.59,1244704.0,199.25,203.24,198.1501,202.44,533150.0
2018-04-30 00:00:00-04:00,134.95,137.74,134.51,136.41,1782169.0,99.99,103.78,98.85,100.88,5484866.0,422.47,423.67,418.29,418.32,332403.0,64.4,65.79,63.9,64.9,7430314.0,203.35,203.98,201.57,201.7,456917.0
2018-05-01 00:00:00-04:00,137.07,138.66,133.85,135.15,2204914.0,101.25,101.71,99.77,100.74,2504365.0,418.31,424.39,415.43,423.04,278581.0,65.11,65.45,64.91,65.1,3209363.0,201.84,205.65,200.68,204.59,883505.0
2018-05-02 00:00:00-04:00,134.39,137.73,134.39,136.46,1604126.0,100.44,102.07,100.43,100.8,2929465.0,422.16,433.26,420.255,424.09,798278.0,64.89,65.33,64.41,64.73,2981166.0,203.27,206.0,201.11,204.66,577084.0
2018-05-03 00:00:00-04:00,135.78,137.96,135.04,137.61,1445540.0,100.87,102.1,100.26,101.59,1632339.0,417.0,423.0,393.12,398.055,1105893.0,64.55,65.06,64.39,64.79,1819317.0,205.18,207.25,203.9,205.86,888930.0
2018-05-04 00:00:00-04:00,137.19,139.7,137.19,138.87,1337850.0,101.51,103.995,101.51,103.31,1439326.0,393.88,405.75,393.88,401.51,354251.0,64.64,65.5575,64.59,65.25,1800723.0,205.58,208.07,204.8301,207.37,318722.0
2018-05-07 00:00:00-04:00,138.75,139.79,137.32,138.13,1140049.0,103.24,103.94,101.9,102.54,1166728.0,401.82,406.3,390.06,393.93,494269.0,65.52,65.65,65.21,65.47,2464207.0,207.34,210.24,206.09,209.96,623383.0
2018-05-08 00:00:00-04:00,137.77,138.03,135.85,137.0,1647037.0,102.12,102.79,101.56,102.65,1650656.0,390.18,391.61,382.82,388.34,649824.0,65.29,65.75,65.09,65.19,2179859.0,210.0,210.84,209.1301,210.03,764868.0
2018-05-09 00:00:00-04:00,137.16,138.22,136.2,137.94,1238202.0,103.0,103.84,102.19,103.78,1927945.0,389.26,390.29,386.14,388.25,258532.0,65.19,65.41,64.9,65.23,1769943.0,210.48,211.58,209.2,211.52,347460.0
2018-05-10 00:00:00-04:00,138.89,141.01,138.3801,139.89,1395631.0,104.0,105.98,103.89,104.91,1758903.0,390.22,398.945,389.52,398.66,251663.0,65.41,65.67,65.29,65.57,2190548.0,212.39,213.92,211.5,211.86,440765.0
2018-05-11 00:00:00-04:00,140.0,140.43,138.4,138.81,752718.0,105.0,105.66,103.23,103.6,1083384.0,400.0,406.02,397.92,401.95,280890.0,65.7,65.73,65.24,65.33,1345031.0,212.68,213.149,211.27,211.62,464628.0
2018-05-14 00:00:00-04:00,138.8,139.43,137.48,138.26,712061.0,103.68,103.99,102.54,103.32,837429.0,400.45,403.27,396.84,397.95,187110.0,65.5,65.57,64.73,65.14,1846308.0,211.47,212.69,208.01,209.35,350857.0
2018-05-15 00:00:00-04:00,137.32,137.88,135.27,136.54,1481038.0,102.79,103.33,101.71,103.25,1692886.0,394.47,395.8,385.3,386.04,350652.0,64.78,64.78,63.9,64.24,2491239.0,207.8,208.86,205.31,205.92,537656.0
2018-05-16 00:00:00-04:00,136.85,137.34,135.8855,136.45,1154187.0,103.08,103.44,102.51,103.0,1111403.0,386.76,391.78,382.38,383.5,278220.0,64.44,64.44,63.28,63.44,2212889.0,206.96,207.47,204.74,205.6,383906.0
2018-05-17 00:00:00-04:00,137.0,137.43,136.03,136.87,1288001.0,103.13,103.179,101.49,101.89,1528003.0,383.76,387.679,377.93,381.93,270124.0,63.53,63.71,63.09,63.28,1970122.0,204.62,205.6,203.305,203.81,374700.0
2018-05-18 00:00:00-04:00,136.72,138.66,135.99,137.04,1316810.0,101.92,103.2,101.6103,102.23,1292597.0,382.0,389.67,381.95,383.6,394830.0,63.3,63.5,62.76,63.24,1699664.0,204.1,205.02,201.84,203.6,529511.0
2018-05-21 00:00:00-04:00,137.64,137.723,136.24,137.37,919376.0,102.85,102.895,101.34,102.1,1215621.0,384.97,389.46,382.65,388.75,330795.0,63.49,64.0,62.74,63.81,1802863.0,204.1,205.87,202.38,204.9,331139.0
2018-05-22 00:00:00-04:00,137.6,137.6,135.87,137.13,998777.0,102.01,102.11,101.11,101.71,1040584.0,387.85,388.47,382.26,383.32,236479.0,63.76,63.96,63.49,63.76,1875081.0,204.75,205.71,203.375,204.12,343266.0
2018-05-23 00:00:00-04:00,137.17,137.5327,136.2,136.83,1224144.0,101.71,102.3258,101.31,102.19,743759.0,381.96,384.995,379.66,384.42,344527.0,63.78,64.84,63.68,64.76,1796399.0,204.87,207.81,203.9401,206.67,345176.0
2018-05-24 00:00:00-04:00,136.94,137.54,135.06,135.5,1260802.0,102.29,102.55,101.44,101.86,1126929.0,391.57,392.0,385.18,387.01,287272.0,64.76,64.95,64.05,64.47,1610764.0,206.94,207.79,205.97,207.16,343596.0
2018-05-25 00:00:00-04:00,135.5,137.69,135.5,136.33,1016279.0,102.0,103.26,101.9,102.76,834361.0,387.33,391.37,384.73,388.04,264809.0,64.54,64.78,64.26,64.39,1250377.0,207.14,209.32,207.14,208.47,279831.0
2018-05-29 00:00:00-04:00,135.7,136.75,134.87,135.99,1423997.0,102.5,104.1,102.45,103.49,1848191.0,388.65,396.64,385.57,396.1,369388.0,64.04,64.69,63.87,64.31,1991731.0,208.47,209.94,207.455,209.84,483098.0
2018-05-30 00:00:00-04:00,135.94,138.29,135.62,137.85,1305633.0,103.37,104.44,103.02,104.02,979432.0,393.85,403.32,393.85,401.33,408996.0,64.45,65.25,64.19,64.81,2169063.0,209.62,212.87,209.07,212.21,319287.0
2018-05-31 00:00:00-04:00,137.25,138.57,135.98,138.23,1778985.0,103.57,104.29,102.95,104.14,1577911.0,396.25,403.15,394.01,396.85,504515.0,64.63,64.79,64.12,64.36,2757652.0,211.01,212.6797,209.86,211.86,484233.0
2018-06-01 00:00:00-04:00,138.2,138.81,136.85,138.48,1169415.0,104.3,104.3,102.81,103.78,936121.0,397.19,400.47,395.2427,399.17,496520.0,64.64,65.22,63.99,65.09,2388904.0,211.95,212.11,210.0,211.59,373495.0
2018-06-04 00:00:00-04:00,139.49,140.25,138.79,140.05,855992.0,104.39,104.99,103.58,104.34,1888757.0,398.53,401.675,395.86,400.92,239301.0,65.37,66.3,64.72,66.24,1979552.0,212.5,214.05,211.33,214.02,340619.0
2018-06-05 00:00:00-04:00,140.06,140.42,137.75,138.9,1269390.0,104.37,104.48,102.8,103.19,1517934.0,401.41,403.0,394.91,395.58,343481.0,66.25,66.36,65.745,66.09,1649472.0,214.31,215.4,212.72,213.0,426713.0
2018-06-06 00:00:00-04:00,139.37,139.52,137.58,139.03,837618.0,103.11,103.32,101.9,102.89,1634424.0,395.64,398.73,390.74,395.52,251140.0,65.95,66.5,65.57,65.94,1941752.0,212.56,214.55,212.03,213.56,304136.0
2018-06-07 00:00:00-04:00,139.07,139.35,137.59,138.14,991535.0,103.18,103.3,101.87,102.43,1128804.0,395.43,398.66,393.4,397.54,210124.0,66.03,66.3,65.48,66.02,1583564.0,214.21,215.54,213.1,215.2,451712.0
2018-06-08 00:00:00-04:00,138.58,139.25,137.82,138.56,2404345.0,102.71,103.2,102.06,103.01,2085292.0,396.0,403.8,395.17,403.32,296684.0,66.0,66.18,65.46,65.94,1230502.0,215.38,216.76,214.32,216.52,472525.0
